s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
 3.6035936E+000, 2.8477727E+001, 2.7012060E+001, 2.7041750E+001, 2.7016751E+001, 2.7499262E+001, 2.7006330E+001, 2.7022439E+001, 2.7008872E+001, 2.7089964E+001, 2.7243251E+001, 2.7060652E+001, 2.7166616E+001, 2.7050732E+001, 2.7137509E+001, 2.7031168E+001, 2.7082426E+001, 2.7023102E+001, 2.7055701E+001, 2.7015986E+001, 2.7037673E+001, 2.7016240E+001, 2.7040924E+001, 2.7009770E+001, 2.7024625E+001, 2.7007762E+001, 2.7018380E+001, 2.7006942E+001, 2.7016899E+001
 4.0008839E+000, 2.9724661E+001, 2.7014621E+001, 2.7049862E+001, 2.7020279E+001, 2.7949161E+001, 2.7007756E+001, 2.7027206E+001, 2.7010866E+001, 2.7104367E+001, 2.7280041E+001, 2.7069953E+001, 2.7191688E+001, 2.7058394E+001, 2.7158389E+001, 2.7036303E+001, 2.7096731E+001, 2.7026858E+001, 2.7065710E+001, 2.7018964E+001, 2.7043574E+001, 2.7018936E+001, 2.7047215E+001, 2.7011486E+001, 2.7028722E+001, 2.7009375E+001, 2.7021859E+001, 2.7008377E+001, 2.7020097E+001
 4.4055345E+000, 3.0223322E+001, 2.7017263E+001, 2.7067822E+001, 2.7023935E+001, 2.8171868E+001, 2.7009251E+001, 2.7035206E+001, 2.7012969E+001, 2.7118823E+001, 2.7316568E+001, 2.7079520E+001, 2.7217276E+001, 2.7066345E+001, 2.7179524E+001, 2.7041567E+001, 2.7111100E+001, 2.7030377E+001, 2.7075788E+001, 2.7022038E+001, 2.7049362E+001, 2.7021620E+001, 2.7053347E+001, 2.7013263E+001, 2.7032925E+001, 2.7011025E+001, 2.7025344E+001, 2.7009865E+001, 2.7023358E+001
 4.8005001E+000, 3.0186192E+001, 2.7019883E+001, 2.7283762E+001, 2.7027583E+001, 2.8214970E+001, 2.7010766E+001, 2.7104014E+001, 2.7015116E+001, 2.7132812E+001, 2.7351759E+001, 2.7088365E+001, 2.7240945E+001, 2.7073912E+001, 2.7199206E+001, 2.7046550E+001, 2.7124625E+001, 2.7033459E+001, 2.7085406E+001, 2.7025225E+001, 2.7055053E+001, 2.7024237E+001, 2.7059227E+001, 2.7014958E+001, 2.7036842E+001, 2.7012694E+001, 2.7028759E+001, 2.7011370E+001, 2.7026581E+001
 5.2018081E+000, 3.0038469E+001, 2.7022484E+001, 2.7911565E+001, 2.7031234E+001, 2.8209752E+001, 2.7012304E+001, 2.7300059E+001, 2.7017320E+001, 2.7146326E+001, 2.7386071E+001, 2.7096802E+001, 2.7263860E+001, 2.7081306E+001, 2.7218297E+001, 2.7051121E+001, 2.7137324E+001, 2.7036052E+001, 2.7094505E+001, 2.7028560E+001, 2.7060736E+001, 2.7026895E+001, 2.7065212E+001, 2.7016671E+001, 2.7040771E+001, 2.7014372E+001, 2.7032070E+001, 2.7012898E+001, 2.7029791E+001
 5.6056723E+000, 2.9880193E+001, 2.7025283E+001, 2.8610114E+001, 2.7035611E+001, 2.8198476E+001, 2.7013981E+001, 2.7527423E+001, 2.7019881E+001, 2.7159909E+001, 2.7420822E+001, 2.7105348E+001, 2.7287087E+001, 2.7088896E+001, 2.7237905E+001, 2.7055839E+001, 2.7150509E+001, 2.7038785E+001, 2.7103969E+001, 2.7032172E+001, 2.7066744E+001, 2.7029624E+001, 2.7071363E+001, 2.7018465E+001, 2.7044823E+001, 2.7016187E+001, 2.7035590E+001, 2.7014540E+001, 2.7033196E+001
 6.0047691E+000, 2.9733457E+001, 2.7028136E+001, 2.9240674E+001, 2.7072683E+001, 2.8187220E+001, 2.7015729E+001, 2.7747216E+001, 2.7032457E+001, 2.7173077E+001, 2.7455001E+001, 2.7113787E+001, 2.7309876E+001, 2.7096198E+001, 2.7257015E+001, 2.7060595E+001, 2.7163515E+001, 2.7041511E+001, 2.7113287E+001, 2.7035847E+001, 2.7072635E+001, 2.7032388E+001, 2.7077605E+001, 2.7020304E+001, 2.7048896E+001, 2.7018053E+001, 2.7039090E+001, 2.7016280E+001, 2.7036646E+001
 6.4052676E+000, 2.9604369E+001, 2.7031043E+001, 2.9675469E+001, 2.7373265E+001, 2.8177602E+001, 2.7017557E+001, 2.7914983E+001, 2.7124634E+001, 2.7185818E+001, 2.7488457E+001, 2.7122205E+001, 2.7332171E+001, 2.7103123E+001, 2.7275706E+001, 2.7065395E+001, 2.7176054E+001, 2.7044310E+001, 2.7122311E+001, 2.7039585E+001, 2.7078547E+001, 2.7035084E+001, 2.7083682E+001, 2.7022178E+001, 2.7052924E+001, 2.7019970E+001, 2.7042570E+001, 2.7018142E+001, 2.7040056E+001
 6.8019938E+000, 2.9493031E+001, 2.7034768E+001, 2.9788781E+001, 2.7979067E+001, 2.8169529E+001, 2.7019729E+001, 2.7986939E+001, 2.7314385E+001, 2.7198681E+001, 2.7522464E+001, 2.7131194E+001, 2.7355093E+001, 2.7110180E+001, 2.7294946E+001, 2.7070773E+001, 2.7189040E+001, 2.7047811E+001, 2.7131668E+001, 2.7043406E+001, 2.7084545E+001, 2.7037808E+001, 2.7089791E+001, 2.7024181E+001, 2.7057078E+001, 2.7022015E+001, 2.7046197E+001, 2.7020259E+001, 2.7043583E+001
 7.2025691E+000, 2.9401182E+001, 2.7086615E+001, 2.9732606E+001, 2.8720667E+001, 2.8163504E+001, 2.7036571E+001, 2.8005089E+001, 2.7566264E+001, 2.7210392E+001, 2.7554135E+001, 2.7139664E+001, 2.7376053E+001, 2.7116652E+001, 2.7312771E+001, 2.7076286E+001, 2.7201287E+001, 2.7052145E+001, 2.7140792E+001, 2.7047264E+001, 2.7090531E+001, 2.7040555E+001, 2.7095952E+001, 2.7026240E+001, 2.7061148E+001, 2.7024149E+001, 2.7049774E+001, 2.7022555E+001, 2.7047147E+001
 7.6017733E+000, 2.9311091E+001, 2.7502950E+001, 2.9650683E+001, 2.9480106E+001, 2.8157399E+001, 2.7165849E+001, 2.8012419E+001, 2.7841558E+001, 2.7222397E+001, 2.7586515E+001, 2.7149049E+001, 2.7398384E+001, 2.7123490E+001, 2.7331334E+001, 2.7082515E+001, 2.7214203E+001, 2.7057339E+001, 2.7150555E+001, 2.7051100E+001, 2.7096353E+001, 2.7043226E+001, 2.7101749E+001, 2.7028449E+001, 2.7065276E+001, 2.7026514E+001, 2.7053446E+001, 2.7027658E+001, 2.7050819E+001
 8.0011629E+000, 2.9216722E+001, 2.8264396E+001, 2.9586994E+001, 3.0165605E+001, 2.8149957E+001, 2.7416703E+001, 2.8022322E+001, 2.8100869E+001, 2.7232526E+001, 2.7614257E+001, 2.7157262E+001, 2.7417304E+001, 2.7129334E+001, 2.7347223E+001, 2.7088426E+001, 2.7225514E+001, 2.7062486E+001, 2.7159561E+001, 2.7054748E+001, 2.7101738E+001, 2.7045773E+001, 2.7107081E+001, 2.7030623E+001, 2.7068976E+001, 2.7029118E+001, 2.7056921E+001, 2.7164086E+001, 2.7056671E+001
 8.4028685E+000, 2.9148657E+001, 2.8919640E+001, 2.9563054E+001, 3.0744494E+001, 2.8150229E+001, 2.7639380E+001, 2.8042277E+001, 2.8334431E+001, 2.7242595E+001, 2.7642147E+001, 2.7165446E+001, 2.7436614E+001, 2.7134736E+001, 2.7363510E+001, 2.7094108E+001, 2.7237388E+001, 2.7067397E+001, 2.7169163E+001, 2.7058320E+001, 2.7107156E+001, 2.7048248E+001, 2.7112240E+001, 2.7032891E+001, 2.7072748E+001, 2.7032200E+001, 2.7060590E+001, 2.8688303E+001, 2.7102115E+001
 8.8006232E+000, 2.9522559E+001, 2.9515586E+001, 2.9603956E+001, 3.1111768E+001, 2.8287451E+001, 2.7846002E+001, 2.8080858E+001, 2.8504701E+001, 2.7252506E+001, 2.7668911E+001, 2.7173483E+001, 2.7455377E+001, 2.7139807E+001, 2.7378874E+001, 2.7099111E+001, 2.7248256E+001, 2.7071213E+001, 2.7177964E+001, 2.7061746E+001, 2.7112431E+001, 2.7050691E+001, 2.7117482E+001, 2.7035173E+001, 2.7076535E+001, 2.7035888E+001, 2.7064192E+001, 3.1859941E+001, 2.7280380E+001
 9.2006524E+000, 2.9650337E+001, 3.0072041E+001, 2.9699544E+001, 3.1214166E+001, 2.8358732E+001, 2.8040029E+001, 2.8136686E+001, 2.8591415E+001, 2.7263300E+001, 2.7696327E+001, 2.7182013E+001, 2.7475124E+001, 2.7145858E+001, 2.7395117E+001, 2.7104464E+001, 2.7259941E+001, 2.7075263E+001, 2.7187037E+001, 2.7065105E+001, 2.7117844E+001, 2.7053099E+001, 2.7122680E+001, 2.7037573E+001, 2.7080487E+001, 2.7041129E+001, 2.7068168E+001, 3.3340451E+001, 2.7552002E+001
 9.6031372E+000, 2.9535247E+001, 3.0548345E+001, 2.9780022E+001, 3.1171429E+001, 2.8352551E+001, 2.8206189E+001, 2.8189775E+001, 2.8626205E+001, 2.7274418E+001, 2.7723561E+001, 2.7190351E+001, 2.7494701E+001, 2.7152417E+001, 2.7411508E+001, 2.7109976E+001, 2.7271697E+001, 2.7079889E+001, 2.7196158E+001, 2.7068432E+001, 2.7123587E+001, 2.7055637E+001, 2.7128256E+001, 2.7040127E+001, 2.7084614E+001, 2.7049364E+001, 2.7072514E+001, 3.3345614E+001, 2.7870924E+001
 1.0004259E+001, 2.9427723E+001, 3.0950769E+001, 2.9854458E+001, 3.1093050E+001, 2.8342782E+001, 2.8351823E+001, 2.8240269E+001, 2.8643804E+001, 2.7285721E+001, 2.7750545E+001, 2.7198506E+001, 2.7514211E+001, 2.7158993E+001, 2.7427432E+001, 2.7115638E+001, 2.7283656E+001, 2.7084672E+001, 2.7205511E+001, 2.7071577E+001, 2.7129041E+001, 2.7058238E+001, 2.7133673E+001, 2.7042894E+001, 2.7088807E+001, 2.7060265E+001, 2.7077272E+001, 3.2447259E+001, 2.8151381E+001
 1.0406312E+001, 2.9344138E+001, 3.1308214E+001, 2.9933619E+001, 3.1045682E+001, 2.8337786E+001, 2.8492869E+001, 2.8290542E+001, 2.8666364E+001, 2.7297433E+001, 2.7777836E+001, 2.7206397E+001, 2.7533487E+001, 2.7165681E+001, 2.7443570E+001, 2.7121017E+001, 2.7295351E+001, 2.7089423E+001, 2.7214878E+001, 2.7074765E+001, 2.7134761E+001, 2.7061029E+001, 2.7139300E+001, 2.7045836E+001, 2.7093150E+001, 2.7069801E+001, 2.7082481E+001, 3.1750844E+001, 2.8380590E+001
 1.0804902E+001, 2.9294790E+001, 3.1632977E+001, 2.9990735E+001, 3.1137041E+001, 2.8344662E+001, 2.8630478E+001, 2.8335022E+001, 2.8729681E+001, 2.7309396E+001, 2.7804380E+001, 2.7214367E+001, 2.7552825E+001, 2.7172738E+001, 2.7459529E+001, 2.7126725E+001, 2.7307648E+001, 2.7094428E+001, 2.7224438E+001, 2.7077791E+001, 2.7140144E+001, 2.7063727E+001, 2.7144607E+001, 2.7048694E+001, 2.7097566E+001, 2.7073265E+001, 2.7087926E+001, 3.0913461E+001, 2.8549310E+001
 1.1202887E+001, 2.9242296E+001, 3.1983874E+001, 3.0027439E+001, 3.1504671E+001, 2.8349111E+001, 2.8779453E+001, 2.8374254E+001, 2.8876663E+001, 2.7320348E+001, 2.7827198E+001, 2.7221117E+001, 2.7569321E+001, 2.7179438E+001, 2.7473281E+001, 2.7132169E+001, 2.7318042E+001, 2.7099552E+001, 2.7232724E+001, 2.7080620E+001, 2.7145141E+001, 2.7066121E+001, 2.7149546E+001, 2.7051161E+001, 2.7101743E+001, 2.7071016E+001, 2.7092886E+001, 3.0013458E+001, 2.8647390E+001
 1.1602766E+001, 2.9178682E+001, 3.2391292E+001, 3.0072337E+001, 3.2126359E+001, 2.8346771E+001, 2.8949721E+001, 2.8416826E+001, 2.9102832E+001, 2.7331460E+001, 2.7849670E+001, 2.7227700E+001, 2.7585715E+001, 2.7186567E+001, 2.7487169E+001, 2.7138016E+001, 2.7328745E+001, 2.7106116E+001, 2.7241347E+001, 2.7083533E+001, 2.7150163E+001, 2.7068350E+001, 2.7154406E+001, 2.7053498E+001, 2.7105874E+001, 2.7067907E+001, 2.7097621E+001, 2.9323523E+001, 2.8695545E+001
 1.2000654E+001, 2.9117127E+001, 3.2832085E+001, 3.0137641E+001, 3.2866613E+001, 2.8344123E+001, 2.9137838E+001, 2.8465258E+001, 2.9369791E+001, 2.7343492E+001, 2.7873861E+001, 2.7234517E+001, 2.7603395E+001, 2.7194592E+001, 2.7501762E+001, 2.7143696E+001, 2.7339568E+001, 2.7114819E+001, 2.7250150E+001, 2.7086581E+001, 2.7155133E+001, 2.7070665E+001, 2.7159423E+001, 2.7055906E+001, 2.7110189E+001, 2.7066406E+001, 2.7102090E+001, 2.8979016E+001, 2.8717469E+001
 1.2401274E+001, 2.9079707E+001, 3.3277772E+001, 3.0271779E+001, 3.3632523E+001, 2.8348136E+001, 2.9333736E+001, 2.8534211E+001, 2.9651678E+001, 2.7355910E+001, 2.7898802E+001, 2.7241030E+001, 2.7621294E+001, 2.7203673E+001, 2.7516921E+001, 2.7148869E+001, 2.7350504E+001, 2.7126778E+001, 2.7259352E+001, 2.7089885E+001, 2.7160396E+001, 2.7073194E+001, 2.7164579E+001, 2.7058381E+001, 2.7114587E+001, 2.7066678E+001, 2.7106497E+001, 2.8934545E+001, 2.8729767E+001
 1.2800802E+001, 2.9062299E+001, 3.3711255E+001, 3.0577534E+001, 3.4361954E+001, 2.8357804E+001, 2.9528768E+001, 2.8657516E+001, 2.9932437E+001, 2.7367168E+001, 2.7920966E+001, 2.7246496E+001, 2.7636446E+001, 2.7212997E+001, 2.7530216E+001, 2.7153076E+001, 2.7360707E+001, 2.7146740E+001, 2.7268634E+001, 2.7093212E+001, 2.7165327E+001, 2.7075697E+001, 2.7169241E+001, 2.7060808E+001, 2.7118663E+001, 2.7067975E+001, 2.7110788E+001, 2.9083636E+001, 2.8744020E+001
 1.3201348E+001, 2.9057086E+001, 3.4122427E+001, 3.1185596E+001, 3.5004075E+001, 2.8370212E+001, 2.9718895E+001, 2.8880372E+001, 3.0198050E+001, 2.7378671E+001, 2.7944416E+001, 2.7253171E+001, 2.7652741E+001, 2.7223128E+001, 2.7544319E+001, 2.7156530E+001, 2.7370535E+001, 2.7192737E+001, 2.7279060E+001, 2.7096649E+001, 2.7170279E+001, 2.7078421E+001, 2.7174107E+001, 2.7063429E+001, 2.7122966E+001, 2.7070291E+001, 2.7115056E+001, 2.9303472E+001, 2.8766309E+001
 1.3602295E+001, 2.9139517E+001, 3.4511620E+001, 3.2038890E+001, 3.5543137E+001, 2.8410086E+001, 2.9905306E+001, 2.9189854E+001, 3.0440703E+001, 2.7390147E+001, 2.7967484E+001, 2.7261584E+001, 2.7668902E+001, 2.7234022E+001, 2.7558455E+001, 2.7160704E+001, 2.7380281E+001, 2.7315729E+001, 2.7293478E+001, 2.7100145E+001, 2.7175178E+001, 2.7081233E+001, 2.7178887E+001, 2.7066140E+001, 2.7127264E+001, 2.7073592E+001, 2.7119408E+001, 2.9428735E+001, 2.8796151E+001
 1.4004053E+001, 2.9528142E+001, 3.4915841E+001, 3.2980400E+001, 3.6037927E+001, 2.8549187E+001, 3.0099220E+001, 2.9538038E+001, 3.0673421E+001, 2.7400366E+001, 2.7988284E+001, 2.7270920E+001, 2.7682684E+001, 2.7245747E+001, 2.7571113E+001, 2.7167446E+001, 2.7389471E+001, 2.7607661E+001, 2.7317758E+001, 2.7103622E+001, 2.7180005E+001, 2.7083937E+001, 2.7183275E+001, 2.7068804E+001, 2.7131247E+001, 2.7077706E+001, 2.7123904E+001, 2.9394512E+001, 2.8826966E+001
 1.4405099E+001, 3.0102032E+001, 3.5370397E+001, 3.3905904E+001, 3.6570577E+001, 2.8749524E+001, 3.0314337E+001, 2.9890850E+001, 3.0920568E+001, 2.7409468E+001, 2.8008364E+001, 2.7280896E+001, 2.7696518E+001, 2.7256849E+001, 2.7583552E+001, 2.7175482E+001, 2.7398014E+001, 2.8267748E+001, 2.7364631E+001, 2.7106903E+001, 2.7184596E+001, 2.7086562E+001, 2.7187613E+001, 2.7071520E+001, 2.7135241E+001, 2.7082538E+001, 2.7128328E+001, 2.9279269E+001, 2.8853071E+001
 1.4801095E+001, 3.0932986E+001, 3.5846630E+001, 3.4755546E+001, 3.7160031E+001, 2.9038067E+001, 3.0547971E+001, 3.0230487E+001, 3.1189887E+001, 2.7419649E+001, 2.8029426E+001, 2.7292785E+001, 2.7711042E+001, 2.7269645E+001, 2.7596956E+001, 2.7187516E+001, 2.7407350E+001, 2.9451350E+001, 2.7456131E+001, 2.7110110E+001, 2.7189440E+001, 2.7089190E+001, 2.7192099E+001, 2.7074312E+001, 2.7139236E+001, 2.7088418E+001, 2.7133015E+001, 2.9106494E+001, 2.8871235E+001
 1.5200036E+001, 3.2020944E+001, 3.6317449E+001, 3.5501541E+001, 3.7783182E+001, 2.9423896E+001, 3.0786514E+001, 3.0547585E+001, 3.1473936E+001, 2.7429231E+001, 2.8047358E+001, 2.7305493E+001, 2.7724208E+001, 2.7283767E+001, 2.7609222E+001, 2.7204548E+001, 2.7417215E+001, 3.1075058E+001, 2.7612369E+001, 2.7112858E+001, 2.7193719E+001, 2.7091570E+001, 2.7195979E+001, 2.7077155E+001, 2.7143012E+001, 2.7096006E+001, 2.7137862E+001, 2.9180857E+001, 2.8884220E+001
 1.5603917E+001, 3.3141036E+001, 3.6787655E+001, 3.6170088E+001, 3.8394386E+001, 2.9839603E+001, 3.1025443E+001, 3.0850212E+001, 3.1756942E+001, 2.7439161E+001, 2.8066536E+001, 2.7319146E+001, 2.7737802E+001, 2.7298089E+001, 2.7621893E+001, 2.7225327E+001, 2.7427057E+001, 3.2741931E+001, 2.7849540E+001, 2.7115297E+001, 2.7198203E+001, 2.7094157E+001, 2.7200228E+001, 2.7080197E+001, 2.7146938E+001, 2.7106908E+001, 2.7142913E+001, 3.0948114E+001, 2.8936211E+001
 1.6005633E+001, 3.4071054E+001, 3.7282646E+001, 3.6779290E+001, 3.8954758E+001, 3.0204091E+001, 3.1269192E+001, 3.1143390E+001, 3.2027377E+001, 2.7448613E+001, 2.8085445E+001, 2.7333969E+001, 2.7752369E+001, 2.7311778E+001, 2.7635315E+001, 2.7251055E+001, 2.7438618E+001, 3.3473737E+001, 2.8141881E+001, 2.7117256E+001, 2.7202544E+001, 2.7096871E+001, 2.7204363E+001, 2.7083448E+001, 2.7150957E+001, 2.7124023E+001, 2.7148668E+001, 3.5937047E+001, 2.9187337E+001
 1.6402365E+001, 3.4867837E+001, 3.7790096E+001, 3.7310230E+001, 3.9452090E+001, 3.0537431E+001, 3.1512834E+001, 3.1412998E+001, 3.2280118E+001, 2.7457534E+001, 2.8104568E+001, 2.7349754E+001, 2.7767121E+001, 2.7323933E+001, 2.7648801E+001, 2.7282409E+001, 2.7451052E+001, 3.3264430E+001, 2.8436355E+001, 2.7118915E+001, 2.7206823E+001, 2.7099752E+001, 2.7208542E+001, 2.7086831E+001, 2.7154979E+001, 2.7150756E+001, 2.7155280E+001, 3.9463292E+001, 2.9716271E+001
 1.6804944E+001, 3.5540277E+001, 3.8299665E+001, 3.7772545E+001, 3.9907738E+001, 3.0846687E+001, 3.1764195E+001, 3.1656503E+001, 3.2520943E+001, 2.7464582E+001, 2.8121102E+001, 2.7365516E+001, 2.7780316E+001, 2.7334212E+001, 2.7660898E+001, 2.7322329E+001, 2.7464352E+001, 3.3116243E+001, 2.8727778E+001, 2.7120463E+001, 2.7210870E+001, 2.7102711E+001, 2.7212540E+001, 2.7090341E+001, 2.7158928E+001, 2.7188009E+001, 2.7163215E+001, 4.0509988E+001, 3.0348742E+001
 1.7203440E+001, 3.6095211E+001, 3.8801072E+001, 3.8194140E+001, 4.0345972E+001, 3.1111882E+001, 3.2025276E+001, 3.1880710E+001, 3.2759376E+001, 2.7471369E+001, 2.8139054E+001, 2.7381863E+001, 2.7795021E+001, 2.7344627E+001, 2.7673850E+001, 2.7373266E+001, 2.7479597E+001, 3.3499221E+001, 2.9033081E+001, 2.7122245E+001, 2.7215112E+001, 2.7105817E+001, 2.7216901E+001, 2.7094141E+001, 2.7163170E+001, 2.7229834E+001, 2.7172882E+001, 4.1657460E+001, 3.0982972E+001
 1.7603570E+001, 3.6598403E+001, 3.9269473E+001, 3.8615061E+001, 4.0783461E+001, 3.1355613E+001, 3.2281604E+001, 3.2101047E+001, 3.3004229E+001, 2.7478194E+001, 2.8156831E+001, 2.7399057E+001, 2.7810480E+001, 2.7357187E+001, 2.7687227E+001, 2.7432412E+001, 2.7497689E+001, 3.4804670E+001, 2.9365379E+001, 2.7124281E+001, 2.7219335E+001, 2.7108822E+001, 2.7221316E+001, 2.7098187E+001, 2.7167594E+001, 2.7263630E+001, 2.7184058E+001, 4.3428352E+001, 3.1628801E+001
